mobile_name,mobile_price,mobile_color,dual_sim,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,p_cam,f_cam,network,bluetooth,battery_power,mob_width,mob_height,mob_depth,mob_weight
"Vivo V17Pro (Midnight Ocean Black, 128 GB)","₹29,499",Midnight Ocean Black,Dual Sim,16.36 cm (6.44 inch),2400 x 1080 Pixels,Android Pie 9.0,Octa Core,2 GHz,128 GB,8 GB,48MP + 13MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,"3G, 4G, 2G",Yes,4100 mAh,74.7 mm,159 mm,9.8 mm,201.8 g
"Vivo V17Pro (Glacier Ice White, 128 GB)","₹29,499",Glacier Ice White,Dual Sim,16.36 cm (6.44 inch),2400 x 1080 Pixels,Android Pie 9.0,Octa Core,2 GHz,128 GB,8 GB,48MP + 13MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,"3G, 4G, 2G",Yes,4100 mAh,74.7 mm,159 mm,9.8 mm,201.8 g
"Vivo U10 (Thunder Black, 64 GB)","₹11,490",Thunder Black,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,3 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo V15 Pro (Topaz Blue, 128 GB)","₹28,499",Topaz Blue,Dual Sim,16.23 cm (6.39 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2 GHz,128 GB,8 GB,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera",32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3700 mAh,74.71 mm,157.25 mm,8.21 mm,185 g
"Vivo V11 Pro (Starry Night Black, 64 GB)","₹28,990",Starry Night Black,Dual Sim,16.28 cm (6.41 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,6 GB,12MP + 5MP,25MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3400 mAh,75.08 mm,157.91 mm,7.9 mm,156 g
"Vivo NEX (Black, 128 GB)","₹29,990",Black,Dual Sim,16.74 cm (6.59 inch),2316 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,128 GB,8 GB,12MP + 5MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,77 mm,162 mm,7.98 mm,199 g
"Vivo Y81 (Black, 32 GB)","₹13,990",Black,Dual Sim,15.49 cm (6.1 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75 mm,155.06 mm,7.77 mm,148 g
"Vivo V9 Youth (Black, 32 GB)","₹16,990",Black,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo V15 (Frozen Black, 64 GB)","₹21,099",Frozen Black,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.1 GHz,64 GB,6 GB,12MP + 5MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,75.93 mm,161.97 mm,8.54 mm,189.5 g
"Vivo Y93 (Starry Black, 32 GB)","₹15,500",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y93 (Starry Black, 64 GB)","₹14,990",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,64 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y91 (Ocean Blue, 32 GB)","₹11,990",Ocean Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo V7 (Matte Black, 32 GB)","₹18,900",Matte Black,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP Rear Camera,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3000 mAh,72.8 mm,149.3 mm,7.9 mm,139 g
"Vivo V7 (Energetic Blue, 32 GB)","₹15,990",Energetic Blue,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP Rear Camera,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3000 mAh,72.8 mm,149.3 mm,7.9 mm,139 g
"Vivo Y83 (Gold, 32 GB)","₹11,999",Gold,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.24 mm,155.21 mm,7.7 mm,151 g
"Vivo V9 (Gold, 64 GB)","₹24,000",Gold,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 Pixels,Android Oreo 8.1,Octa Core,2.2 GHz,64 GB,4 GB,16MP + 5MP,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo Y71i (Matte Black, 16 GB)","₹8,900",Matte Black,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixel,Android Oreo 8.1,Quad Core,1.4 GHz,16 GB,2 GB,8MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo Y93 (Nebula Purple, 32 GB)","₹15,990",Nebula Purple,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo U10 (Electric Blue, 32 GB)","₹10,990",Electric Blue,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,32 GB,3 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo Z1Pro (Sonic Black, 64 GB)","₹14,990",Sonic Black,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,6 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo Z1Pro (Sonic Blue, 64 GB)","₹13,990",Sonic Blue,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,4 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo Z1Pro (Sonic Blue, 64 GB)","₹14,990",Sonic Blue,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,6 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo U10 (Electric Blue, 64 GB)","₹12,990",Electric Blue,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo U10 (Thunder Black, 64 GB)","₹12,990",Thunder Black,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo V9 Pro (Black, 64 GB)","₹17,990",Black,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,4 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo V9 Pro (Nebula Purple, 64 GB)","₹17,990",Nebula Purple,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,4 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo Y81 (Gold, 32 GB)","₹11,500",Gold,Dual Sim,15.49 cm (6.1 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75 mm,155.06 mm,7.77 mm,148 g
"Vivo V9 Youth (Gold, 32 GB)","₹17,999",Gold,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo Y91 (Starry Black, 32 GB)","₹9,990",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y71 (Gold, 16 GB)","₹10,900",Gold,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixels,Android Oreo 8.1,Quad Core,1.4 GHz,16 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo Y71 (Matte Black, 32 GB)","₹12,000",Matte Black,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixels,Android Oreo 8.1,Quad Core,1.4 GHz,32 GB,4 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo V7+ (Energetic Blue, 64 GB)","₹22,325",Energetic Blue,Dual Sim,15.21 cm (5.99 inch),1440 x 720 pixels,Android Nougat 7.1,Octa Core,1.8 GHz,64 GB,4 GB,16MP Rear Camera,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3225 mAh,75.74 mm,155.87 mm,7.7 mm,160 g
"Vivo Y55S (Matte Black, 16 GB)","₹13,995",Matte Black,Dual Sim,13.21 cm (5.2 inch),1280 x 720 Pixels,Android Marshmallow 6,Quad Core,1.4 GHz,16 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,2730 mAh,72.9 mm,149.9 mm,7.5 mm,142 g
"Vivo Y55S (Grey, 16 GB)","₹13,529",Grey,Dual Sim,13.21 cm (5.2 inch),1280 x 720 Pixels,Android Marshmallow 6,Quad Core,1.4 GHz,16 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,2730 mAh,72.9 mm,149.9 mm,7.5 mm,142 g
"Vivo Y81i (Gold, 16 GB)","₹11,990",Gold,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Quad Core,2 GHz,16 GB,2 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75 mm,155.06 mm,7.77 mm,143 g
"Vivo Y93 (Starry Black, 32 GB)","₹15,500",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y93 (Starry Black, 64 GB)","₹14,990",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,64 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y91 (Ocean Blue, 32 GB)","₹11,990",Ocean Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo V7 (Matte Black, 32 GB)","₹18,900",Matte Black,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP Rear Camera,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3000 mAh,72.8 mm,149.3 mm,7.9 mm,139 g
"Vivo V7 (Energetic Blue, 32 GB)","₹15,990",Energetic Blue,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,1.8 GHz,32 GB,4 GB,16MP Rear Camera,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3000 mAh,72.8 mm,149.3 mm,7.9 mm,139 g
"Vivo Y83 (Gold, 32 GB)","₹11,999",Gold,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.24 mm,155.21 mm,7.7 mm,151 g
"Vivo V9 (Gold, 64 GB)","₹24,000",Gold,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 Pixels,Android Oreo 8.1,Octa Core,2.2 GHz,64 GB,4 GB,16MP + 5MP,24MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo Y71i (Matte Black, 16 GB)","₹8,900",Matte Black,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixel,Android Oreo 8.1,Quad Core,1.4 GHz,16 GB,2 GB,8MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo Y93 (Nebula Purple, 32 GB)","₹15,990",Nebula Purple,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Z1Pro (Sonic Black, 64 GB)","₹13,990",Sonic Black,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,4 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo Z1Pro (Sonic Black, 64 GB)","₹14,990",Sonic Black,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,6 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo Z1Pro (Sonic Blue, 64 GB)","₹14,990",Sonic Blue,Dual Sim,16.59 cm (6.53 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,6 GB,16MP + 2MP + 8MP,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,5000 mAh,77.33 mm,162.39 mm,8.85 mm,201 g
"Vivo U10 (Electric Blue, 64 GB)","₹12,990",Electric Blue,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo U10 (Thunder Black, 64 GB)","₹11,490",Thunder Black,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,3 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo U10 (Thunder Black, 64 GB)","₹12,990",Thunder Black,Dual Sim,16.13 cm (6.35 inch),720 x 1544 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,13MP + 8MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 2G, 3G",Yes,5000 mAh,76.77 mm,159.43 mm,8.92 mm,190.5 g
"Vivo V9 Pro (Black, 64 GB)","₹17,990",Black,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,4 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo V9 Pro (Nebula Purple, 64 GB)","₹17,990",Nebula Purple,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,4 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75.03 mm,154.81 mm,7.89 mm,150 g
"Vivo Y71 (Matte Black, 16 GB)","₹10,900",Matte Black,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixels,Android Oreo 8.1,Quad Core,1.4 GHz,16 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo Y71 (Gold, 32 GB)","₹12,000",Gold,Dual Sim,15.24 cm (6 inch),1440 x 720 Pixels,Android Oreo 8.1,Quad Core,1.4 GHz,32 GB,4 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3360 mAh,75.74 mm,155.87 mm,7.8 mm,150 g
"Vivo Y91i (Black, 32 GB)","₹8,998",Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720$$ pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,2 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y91 (Starry Black, 32 GB)","₹8,990",Starry Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4030 mAh,75.09 mm,155.11 mm,8.28 mm,163.5 g
"Vivo Y69 (Gold, 32 GB)","₹14,914",Gold,Dual Sim,13.97 cm (5.5 inch),1280 x 720 pixels,Android Nougat 7,Octa Core,1.5 GHz,32 GB,3 GB,13MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3000 mAh,75.7 mm,154.6 mm,7.7 mm,162.8 g
"Vivo Y81 (Black, 32 GB)","₹14,538",Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720$pixels,Android Oreo 8.1,Octa Core,2 GHz,32 GB,4 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3260 mAh,75 mm,155.06 mm,7.77 mm,148 g
"Samsung Galaxy M30S (Blue, 128 GB)","₹17,490",Blue,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$pixel,Android Pie 9,Octa Core,2.3 GHz,128 GB,4 GB,48MP + 8MP,16MP Front Camera,"3G, 4G VOLTE",Yes,6000 mAh,159 mm,9 mm,75 mm,186 g
"Samsung Galaxy A21s (Blue, 64 GB)","₹16,499",Blue,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy A21s (Black, 64 GB)","₹16,499",Black,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy A21s (Blue, 64 GB)","₹18,499",Blue,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,6 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy A21s (White, 64 GB)","₹18,499",White,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,6 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy A21s (Black, 64 GB)","₹18,499",Black,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,6 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy A21s (White, 64 GB)","₹17,490",White,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,48MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,75.3 mm,163.6 mm,8.9 mm,191 g
"Samsung Galaxy M21 (Midnight Blue, 64 GB)","₹15,999",Midnight Blue,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$Pixel,Android Pie 10,Octa Core,2.3 GHz,64 GB,4 GB,48MP + 8MP + 5MP,20MP Front Camera,4G VOLTE,Yes,6000 mAh,75 mm,159 mm,9 mm,188 g
"Samsung Galaxy M21 (Raven Black, 64 GB)","₹15,990",Raven Black,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$Pixel,Android Pie 10,Octa Core,2.3 GHz,64 GB,4 GB,48MP + 8MP + 5MP,20MP Front Camera,4G VOLTE,Yes,6000 mAh,75 mm,159 mm,9 mm,188 g
"Samsung Galaxy J2 Core (Black, 16 GB)","₹6,299",Black,Dual Sim,12.7 cm (5 inch),960 x 540 Pixels,Android Oreo 8.1,Quad Core,1.4 GHz,16 GB,1 GB,8MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",Yes,2600 mAh,72.1 mm,143.4 mm,8.95 mm,154 g
"Samsung Galaxy M31 (Ocean Blue, 128 GB)","₹19,900",Ocean Blue,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$pixel,Android Pie 10,Octa Core,2.3 GHz,128 GB,6 GB,64MP + 8MP + 5MP + 5MP,32MP Front Camera,"4G VOLTE, 3G",Yes,6000 mAh,9 mm,159 mm,75 mm,191 g
"Samsung Galaxy S10 Lite (Prism Blue, 512 GB)","₹47,999",Prism Blue,Dual Sim,17.02 cm (6.7 inch),1080 x 2400 Pixels,Android 10,Octa Core,2.8 GHz,512 GB,8 GB,48MP + 12MP + 5MP,32MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,75.6 mm,162.5 mm,8.1 mm,187 g
"Samsung Galaxy S10 Lite (Prism Black, 512 GB)","₹47,999",Prism Black,Dual Sim,17.02 cm (6.7 inch),1080 x 2400 Pixels,Android 10,Octa Core,2.8 GHz,512 GB,8 GB,48MP + 12MP + 5MP,32MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,75.6 mm,162.5 mm,8.1 mm,187 g
"Samsung Galaxy J2-2017 (Metallic gold, 8 GB)","₹6,000",Metallic gold,Dual Sim,11.94 cm (4.7 inch),540 x 960 Pixels,Android Lollipop 5.4.1,Quad Core,1.3 GHz,8 GB,1 GB,5MP Rear Camera,2MP Front Camera,"3G, 4G, 2G",Yes,2000 mAh,69 mm,136.5 mm,8.4 mm,130 g
"Samsung Galaxy J7 Pro (Black, 64 GB)","₹20,995",Black,Dual Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Android Nougat 7,Octa Core,1.6 GHz,64 GB,3 GB,13MP Rear Camera,13MP Front Camera,"3G, 4G",Yes,3600 mAh,74.7 mm,152.4 mm,7.8 mm,178 g
"Samsung Galaxy J7 Nxt (Black, 16 GB)","₹11,995",Black,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Android Nougat 7,Octa Core,1.6 GHz,16 GB,2 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G",Yes,3000 mAh,152.4 mm,78.6 mm,7.6 mm,170 g
"Samsung Galaxy J7 Nxt (Gold, 16 GB)","₹10,995",Gold,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Android Nougat 7,Octa Core,1.6 GHz,16 GB,2 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G, 2G",Yes,3000 mAh,152.4 mm,78.6 mm,7.6 mm,170 g
"Infinix Hot 9 Pro (Violet, 64 GB)","₹9,999",Violet,Dual Sim,16.76 cm (6.6 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,48 MP + 2 MP + 2 MP + Low Light Sensor,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,76.8 mm,165 mm,8.7 mm,185 g
"Infinix Hot 9 Pro (Ocean Wave, 64 GB)","₹9,999",Ocean Wave,Dual Sim,16.76 cm (6.6 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,48 MP + 2 MP + 2 MP + Low Light Sensor,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,76.8 mm,165 mm,8.7 mm,185 g
"Infinix Hot 9 (Violet, 64 GB)","₹8,999",Violet,Dual Sim,16.76 cm (6.6 inch),1600 x 720 Pixels,Android 10,Octa Core,2 GHz,64 GB,4 GB,13 MP + 2 MP + 2 MP + Low Light Sensor,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,76.8 mm,165 mm,8.7 mm,185 g
